slug,name,wins,losses,draws,division,reach,height,nickname,dob,nationality,social_media
karla-alvarez,KARLA ALVAREZ,1,1,0,Strawweight,66in / 167cm,1.651,GOD'S CHILD,11/1988,United States of America,https://www.instagram.com/karlaalvarez_1/
kasey-yates,KASEY YATES,0,2,0,Lightweight,71.5in / 181cm,71,CORNBREAD,01/1988,United States of America,
kasim-ruffin,KASIM RUFFIN,2,1,0,Featherweight,69in / 175cm,1.7526,CAUTION,01/1994,United States of America,https://www.instagram.com/caution_kasimruffin/
kassius-kayne,KASSIUS KAYNE,0,1,0,Welterweight,76in / 193cm,1.86,KILLA,08/1986,United States of America,https://www.instagram.com/kassius_kayne/; https://www.facebook.com/kassius.kayne
kastriot-xhema,KASTRIOT XHEMA,0,0,0,Light Heavyweight,,,,,,
kat-paprocki,KAT PAPROCKI,2,1,0,Strawweight,65in / 165cm,1.6256,,04/1993,United States of America,https://www.instagram.com/kat_paprocki/
kat-rabellizsa,KAT RABELLIZSA,0,1,0,,71in / 180cm,1.7272,KING KATTY,03/1991,United States of America,
katharina-lehner,KATHARINA LEHNER,0,1,0,Women Featherweight,68.5in / 174cm,1.7018,GERMAN GYPSY,04/1990,Germany,https://www.instagram.com/katharinalehner/
kayden-giroux,KAYDEN GIROUX,1,1,0,Cruiserweight,76in / 193cm,1.8796,THE GIANT,09/2003,Canada,https://www.instagram.com/kaydengiroux
kaylan-gorospe,KAYLAN GOROSPE,0,1,0,Lightweight,,,,,,
kealii-kanekoa-2,KEALI'I KANEKOA,1,1,0,Light Heavyweight,74in / 188cm,1.8796,THE CHIEF,12/1990,United States of America,
kearon-thomas,Kearon Thomas,0,0,0,Middleweight,,,,,United Kingdom,
keegan-vandermeer,KEEGAN VANDERMEER,2,2,0,Cruiserweight,81in / 206cm,1.9304,THE CAREER KILLER,03/1992,United States of America,https://www.instagram.com/sundance_kid92/
keilen-fantroy,Keilen Fantroy,0,1,0,Welterweight,,66,,,United States of America,
keith-richardson,KEITH RICHARDSON,5,2,0,Bantamweight,68.5 in / 174 cm,66,THE ROCKSTAR,11/1983,United States of America,https://www.instagram.com/rockstarmma/; https://www.facebook.com/RockstarMMA/
keivan-soleimani,Keivan Soleimani,2,1,0,Welterweight,,72,,03/1991,Iran,
kendall-grove,Kendall Grove,1,2,0,Light Heavyweight,79in / 200.66cm,1.99,Da Spyder,11/1982,United States of America,
kendrick-latchman,Kendrick Latchman,1,0,0,Bantamweight,70.5in/179cm,68,The Uprising,06/1993,United States of America,https://www.facebook.com/kendrick.latchman1
kendrick-miree,KENDRICK MIREE,0,1,0,Heavyweight,79in / 201cm,74,BIG PROBLEM,04/1983,United States of America,https://www.instagram.com/KENDRICK.MIREE
kenmon-evans,Kenmon Evans,1,1,0,Middleweight,81in / 205.74cm,1.8,,03/1992,United States of America,
kenny-hill,KENNY HILL,0,1,0,Lightweight,72in / 183cm,1.6764,THE SUN TAN SUPERMAN,04/1985,United States of America,https://www.instagram.com/the_thug_funny
kenny-licea,Kenny Licea,2,0,0,Welterweight,,72,Hella,10/1987,United States of America,
kenzie-morrison,KENZIE MORRISON,1,0,0,Heavyweight,80in /203cm,1.9304,TCB,07/1990,United States of America,https://www.instagram.com/KENZIEMORRISONOFFICIAL
kerry-lattimer,Kerry Lattimer,0,1,0,Welterweight,,1.73,The Batterer,03/1985,United States of America,
kevin-croom,Kevin Croom,2,1,0,Lightweight,73in / 185cm,1.81,Crash,07/1987,United States of America,https://www.instagram.com/kevincroom_ufc/; https://www.facebook.com/kevin.croom.395
kevin-masirika,KEVIN MASIRIKA,0,0,0,Heavyweight,,,,,,
kevin-sims-buckley,KEVIN SIMS,0,1,0,Light Heavyweight,74in / 188cm,1.8542,CASH,05/1992,United States of America,https://www.instagram.com/HALFWAYBLACK
keynan-williams,KEYNAN WILLIAMS,0,0,0,Middleweight,,1.8796,,,,https://www.instagram.com/challengeaccepted_2020/
khortni-kamyron,Khortni Kamyron,2,1,0,Bantamweight,,1.65,The Head Hunter,09/1985,United States of America,https://www.instagram.com/khortni_/
kieron-sewell,KIERON SEWELL,2,1,0,Bantamweight,65in / 165cm,1.6256,THE SCUMBAG,09/1993,United Kingdom,https://www.instagram.com/Kieron_the_scumbag_sewell
kimani-crawford,KIMANI CRAWFORD,2,0,0,Middleweight,72in / 183cm,1.8034,THE KING,08/1992,Canada,https://www.instagram.com/kingz.boxing/
kimbo-slice-jr,KIMBO SLICE JR,0,0,0,Welterweight,,,,05/1992,United States of America,https://www.instagram.com/babyslice242/?hl=en
king-mo,KING MO,0,0,0,Light Heavyweight,,,,,,
kobe-bowen,Kobe Bowen,1,2,0,Lightweight,,1.8,,05/1998,Barbados,
koda-the-gladiator-greenwood,Koda 'The Gladiator' Greenwood,0,3,0,Featherweight,,1.78,The Gladiator,12/1994,United States of America,
kody-murray,Kody Murray,0,1,0,Bantamweight,,,,,United States of America,
kofi-king,Kofi King,1,0,0,Heavyweight,,74,,,Uruguay,
kory-moegenburg,KORY MOEGENBURG,0,1,0,Cruiserweight,68.5in / 174cm,1.778,THE MONSTER,03/1992,United States of America,https://www.instagram.com/monstamma185/
kratos,KRATOS,0,0,0,,,,,,,
kris-trezise,KRIS TREZISE,5,2,0,Middleweight,,1.8542,,,,
krisana-frankke-srisang,Krisana 'Frankke' Srisang,3,0,0,Featherweight,"66""",1.7018,Frankke,06/1995,Thailand,
kristian-kirilov,KRISTIAN KIRILOV,0,0,0,Heavyweight,"72.44""",1.88,,07/1991,Bulgaria,
kristijan-jevtovic,KRISTIJAN JEVTOVIC,0,1,0,Middleweight,,,,11/2003,Serbia,https://www.instagram.com/kristijan_jevtovic/
kristof-kirsch,Kristof Kirsch,2,0,0,Lightweight,"76""",1.905,The Real Slim Shady,03/1996,Germany,
krystian-nadolski,Krystian Nadolski,0,3,0,Middleweight,,,,,,
krzysztof-wisniewski,KRZYSZTOF WISNIEWSKI,3,0,0,Heavyweight,74in / 188cm,1.905,BIG MAN,10/1991,Poland,https://www.instagram.com/bigman_mma
kurtis-ellis---no-id,KURTIS ELLIS,0,2,0,Featherweight,72in / 183cm,1.8034,,05/1993,United States of America,
kyle-cassidy,Kyle Cassidy,1,2,0,Light Heavyweight,,,,,United Kingdom,
kyle-mcelroy,KYLE McELROY,2,6,0,Light Heavyweight,71in / 180cm,75,The Irishman,03/1981,United States of America,https://www.instagram.com/irishmankyle/
kyle-redfearn,KYLE REDFEARN,0,1,0,Middleweight,72in / 183cm,1.8288,,08/1990,United Kingdom,https://www.instagram.com/kyleredfearn
kyle-wright,Kyle Wright,1,0,0,Light Heavyweight,,1.8,Super Savage,11/1995,United States of America,https://www.facebook.com/k.savage26
lamont-stafford,LAMONT STAFFORD,1,0,0,Cruiserweight,,1.98,KO KING,06/1984,United States of America,https://www.instagram.com/thakoking/; https://www.facebook.com/lamont%20koking%20stafford
landon-williams,LANDON WILLIAMS,0,2,0,Bantamweight,70in / 177cm,1.7272,ALMOST FAMOUS,05/1986,United States of America,
lardy-navarro,LARDY NAVARRO,4,1,0,Featherweight,70in / 178cm,0,SITO,07/2001,United States of America,https://www.instagram.com/lardynavarro/
lasha-roinishvili,LASHA ROINISHVILI,0,0,0,Heavyweight,,1.82,IRON,04/1992,,
lavar-johnson,LAVAR JOHNSON,2,1,0,Heavyweight,81in / 206cm,1.9304,BIG,06/1977,United States of America,https://www.instagram.com/LAVARBIGJOHNSON
leandro-martins,LEANDRO MARTINS,0,1,0,Lightweight,72in / 183cm,1.7526,,,,https://www.instagram.com/LEANDROLIVEIRABJJ
leandro-torres,LEANDRO TORRES,1,1,0,Welterweight,70in / 177cm,1.7272,THE END,04/1982,Argentina,https://www.instagram.com/leandrotorres_the_end/
lee-browne,LEE BROWNE,3,5,0,Cruiserweight,77in / 195cm,1.9558,DA BANGER,06/1987,United Kingdom,https://www.instagram.com/leebrownebareknuckle
lehi-dominguez,LEHI DOMINGUEZ,0,1,0,Light Heavyweight,,1.8034,SOLDADO,11/1989,United States of America,https://www.instagram.com/the_real_lehidominguez/
leigh-cohoon,LEIGH COHOON,3,0,0,Light Heavyweight,74in / 188cm,1.8288,THE BOOM,08/1984,United Kingdom,https://www.instagram.com/leighcohoon84_bkfc/
leo-bercier,LEO BERCIER,6,5,0,Light Heavyweight,73in / 185cm,71,BUSHIDO,04/1981,United States of America,https://www.instagram.com/bushidoboy81/
leo-pla,Leo Pla,4,3,0,Cruiserweight,,71,,05/1982,United States of America,
leo-valdivia,Leo Valdivia,0,1,0,Light Heavyweight,75 in / 191cm,1.81,,03/1988,Nicaragua,
leonard-garcia,Leonard Garcia,2,1,0,Welterweight,69.0 in / 175cm,70,Bad Boy,07/1979,United States of America,
leonardo-perdomo,LEONARDO PERDOMO,11,0,0,Heavyweight,73in / 185cm,71,EL ZAMBO,02/1992,Cuba,https://www.instagram.com/el_zambo_official_fighter/
leonel-carrera,LEONEL CARRERA,3,2,0,Light Heavyweight,75in / 191cm,74,LIONHEART,04/1989,United States of America,https://www.instagram.com/training_with_leo/?hl=en
levi-costa,LEVI COSTA,2,3,0,Heavyweight,72.5 in / 182 cm,74,PITBULL,10/1985,Brazil,https://www.instagram.com/levi_pitbull/
lewis-garside,LEWIS GARSIDE,3,0,0,Bantamweight,67in / 171cm,1.651,THE LEPRECHAUN,09/1990,United Kingdom,https://www.instagram.com/garsidelewis_
lewis-glover,LEWIS GLOVER,1,2,0,Cruiserweight,77in / 196cm,1.8034,SWEET LEW,09/1995,United States of America,
lewis-keen,LEWIS KEEN,5,1,0,Lightweight,70in / 178cm,1.7526,,09/1998,United Kingdom,https://www.instagram.com/lewisskeen
lewis-knox,LEWIS KNOX,5,2,0,Featherweight,72in / 183cm,1.8034,The Leith Warrior,06/1996,United Kingdom,https://www.instagram.com/Knoxybkb; https://www.facebook.com/lewis.knox.14
lewis-rumsey,LEWIS RUMSEY,2,5,0,Heavyweight,76in / 193cm,71,THE BEAST,11/1989,United States of America,https://www.instagram.com/lewisrumseybkfc/
lewy-sherriff,Lewy Sherriff,0,1,0,Lightweight,,,,,,
lex-ludlow,LEX LUDLOW,3,0,0,Heavyweight,72.5in / 184cm,71,THE GRIZZLY BEAR,10/1993,United States of America,https://www.instagram.com/thegrizzlybear205
liam-dooley,LIAM DOOLEY,1,1,0,Welterweight,69in / 175cm,1.778,,05/1994,United Kingdom,https://www.instagram.com/liamdooley1994
liam-hutchinson,LIAM HUTCHINSON,2,1,0,Light Heavyweight,75in / 191cm,1.8288,,11/1990,United Kingdom,https://www.instagram.com/Liamhutchinson146
liam-smyth,LIAM SMYTH,1,0,0,Heavyweight,72in / 183cm,1.8796,GINGE FROM SHARD END,,United Kingdom,https://www.instagram.com/Gingefromshardend
liam-wilson,Liam Wilson,4,3,0,Welterweight,,,,,United Kingdom,
lino-sanchez,LINO SÁNCHEZ,0,1,0,Cruiserweight,77in / 190cm,1.905,,06/1996,Mexico,https://www.instagram.com/LINOSANCHEZ_232
lj-hermreck,LJ Hermreck,1,3,0,Featherweight,,70,,09/1989,United States of America,
lj-schulz,LJ Schulz,0,1,0,Lightweight,,67,,,United States of America,
lloyd-cupcake-mix,Lloyd 'Cupcake' Mix,3,1,0,Lightweight,69.0 in / 175cm,71,Cupcake,11/1984,United States of America,
logan-speyrer,LOGAN SPEYRER,1,0,0,Bantamweight,70in / 178cm,1.7526,,07/1997,United States of America,https://www.instagram.com/LOGAN_SPEYRER
logan-tucker,LOGAN TUCKER,0,1,0,Middleweight,71in / 180cm,70,MAYHEM,11/1998,United States of America,https://www.instagram.com/logantucker21/
lonel-levitchi,LONEL LEVITCHI,0,0,0,Welterweight,,,,,,
loren-thibodeaux,Loren Thibodeaux,0,1,0,Featherweight,,1.8,Gator,06/1995,United States of America,
lorenzo-coca,LORENZO COCA,1,1,0,Lightweight,71in / 180cm,67,THE DISCIPLE,03/1985,United States of America,
lorenzo-the-juggernaut-hunt,LORENZO 'THE JUGGERNAUT' HUNT,13,2,0,Light Heavyweight,75 in / 190.5 cm,72,THE JUGGERNAUT,09/1982,United States of America,https://www.instagram.com/thejuggernauthunt/; https://www.facebook.com/lorenzo.hunt.18
louie-lopez,LOUIE LOPEZ,4,5,0,Featherweight,71in / 180cm,69,EL LOCO,10/1991,United States of America,https://www.instagram.com/louie_lopez_athlete_/
louis-brewington,LOUIS BREWINGTON,0,1,0,Light Heavyweight,77in / 195cm,1.9304,REAL DEAL,12/1990,United States of America,https://www.instagram.com/louis_real_deal
louis-hernandez,Louis Hernandez,0,1,0,Middleweight,,,,09/1994,United States of America,
louis-king,LOUIS KING,0,0,0,Cruiserweight,,,,,,
lucas-sontgen,LUCAS SONTGEN,0,1,0,Middleweight,72in / 183cm,1.778,THE DENTIST,,Germany,https://www.instagram.com/LUCAS_SOE
ludwig-wolper,LUDWIG WOLPER,0,0,0,Lightweight,72in / 183cm,1.77,,02/1993,Germany,https://www.instagram.com/ludwig_wolper/
luis-baboon-palomino,LUIS PALOMINO,10,2,0,Lightweight,67in / 170cm,69,BABOON,10/1980,Peru,https://www.instagram.com/luisbaboon/; https://www.facebook.com/ElBandidoMMA/
luis-castaneda,LUIS CASTAÑEDA,1,0,0,Middleweight,72in / 183cm,1.7272,HUICHO,10/1985,Mexico,https://www.instagram.com/luiswichocastaneda/?hl=en
luis-iniguez,LUIS INIGUEZ,0,1,0,Bantamweight,68in / 173cm,1.7526,EL LEON MEXICANO,08/1982,United States of America,https://www.instagram.com/LUISINIGUEZMMA
luis-paulo-terra,Luis Paulo Terra,0,1,0,Light Heavyweight,,,Rato',,Brazil,
luis-rey-gallegos,LUIS REY GALLEGOS,0,1,0,Bantamweight,65in / 165cm,1.6764,CORAZÓN DE LEÓN,06/1986,Mexico,https://www.instagram.com/corazondeleon_mma/
luis-villasenor,LUIS VILLASENOR,1,2,0,Cruiserweight,72in / 183cm,68,EL JEFE,05/1980,United States of America,https://www.instagram.com/luis__villasenor_/
lukas-jones,LUKAS JONES,2,3,0,Featherweight,69in / 175cm,1.651,KLOWN,11/1993,,
luke-atkin,Luke Atkin,0,2,0,Cruiserweight,,1.778,The Loose Cannon,01/1987,United Kingdom,
luke-bampton,LUKE BAMPTON,0,1,0,Lightweight,68in / 173cm,1.651,BAM BAM,02/1991,Australia,https://www.instagram.com/bam_ftflo
luke-beamish,LUKE BEAMISH,2,0,0,Welterweight,71in / 180cm,1.8288,THE NIGHTMARE,05/1990,United Kingdom,https://www.instagram.com/beamish.luke
luke-brassfield,LUKE BRASSFIELD,0,1,0,Middleweight,72in / 183cm,1.8034,BRASSHAMMER,09/1987,United Kingdom,https://www.instagram.com/lukebrassfield/
luke-kelly,Luke Kelly,0,0,0,Welterweight,,,,,,
luke-nevin,LUKE NEVIN,3,2,0,Middleweight,72in / 183cm,1.8542,,01/1995,United Kingdom,https://www.instagram.com/lnevin/
luke-parsons,Luke Parsons,0,2,0,Lightweight,,71,,06/1981,United States of America,
luke-rockhold,Luke Rockhold,0,1,0,Middleweight,77in / 196cm,1.91,,10/1984,United States of America,https://www.instagram.com/lukerockhold/; https://www.facebook.com/rockholdmma
luke-steele,LUKE STEELE,0,1,0,Lightweight,74in / 187cm,1.8288,THE SOUL SNATCHER,08/1999,United Kingdom,https://www.instagram.com/Lukesteele673
lumumba-sayers,LUMUMBA SAYERS,1,0,0,Heavyweight,74in / 188cm,1.8288,HEAVY HANDS SR,06/1978,United States of America,https://www.instagram.com/LUMUMBAHEAVYHANDSSAYERS
luther-paipa,LUTHER PAIPA,0,0,0,Middleweight,,,,,,
mac-bygraves,MAC BYGRAVES,3,0,0,Middleweight,74in / 188cm,1.778,ATTACK,,United Kingdom,https://www.instagram.com/macbygravesbkb/
mahaheng-silkmuaythai,Mahaheng Silkmuaythai,1,0,0,Men Flyweight,,64,Mahaheng Silkmuaythai,,Thailand,https://www.facebook.com/thanathorn.kamwan
mahmoud-ahmed,MAHMOUD AHMED,2,0,0,Bantamweight,68in / 173cm,1.651,Mando,01/1997,Egypt,https://www.instagram.com/MAHMOUDMANDO.OFFICIAL
maia-kahaunaele,Maia Kahaunaele,0,1,0,Women Flyweight,62.5,1.63,,03/1982,,
maika-samson,MAIKA SAMSON,1,0,0,Bantamweight,70in / 178,1.7272,,01/2000,United States of America,
maki-pitolo,MAKI PITOLO,0,1,0,Middleweight,73in / 185cm,1.778,COCOUT BOMBZ,11/1990,United States of America,
malinda-amarasinghe,Malinda Amarasinghe,0,1,0,Featherweight,,,,,Sri Lanka,
manspile,MANSPILE,0,0,0,,,,,,,
manuel-moreira,Manuel Moreira,0,4,0,Lightweight,,72,,,United States of America,
manuel-otero,MANUEL OTERO,1,0,0,Heavyweight,70.5in / 179cm,1.778,MAYOR MANO,03/1988,United States of America,
marc-entenberg,MARC ENTENBERG,2,0,0,Featherweight,72in / 182cm,72,,10/1992,United States of America,https://www.instagram.com/marckavelli/
marcel-swift-stamps,Marcel 'Swift' Stamps,2,2,0,Light Heavyweight,,75,Swift,04/1985,United States of America,
marcello-solinas,MARCELLO SOLINAS,0,0,0,Cruiserweight,,,,,,
marcelo-antonio-perez,MARCELO ANTONIO PEREZ,0,1,0,Men Flyweight,64in / 163cm,1.6256,,01/1975,Mexico,https://www.instagram.com/ANTONIOPERRZGARCIA
marciano-hernandez,Marciano Hernandez,2,0,0,Bantamweight,69.7in / 177cm,66,,,United States of America,
marco-guistarini,MARCO  GUISTARINI,1,1,0,Featherweight,67in / 170cm,1.7272,BARRACUDA,04/1987,Italy,https://www.instagram.com/marco_barracuda_giustarini/
marcus-brimage,Marcus Brimage,0,1,0,Featherweight,,64,,,,https://www.instagram.com/yoga_ninja954/
marcus-edwards,MARCUS EDWARDS,4,0,0,Middleweight,76in / 193cm,69,BAD INTENTIONS,04/1989,United States of America,https://www.instagram.com/marcus_mma/; https://www.facebook.com/marcus.b.edwards.7
marcus-pond,MARCUS POND,1,2,0,Middleweight,74in / 188cm,1.8034,THE PILGRIM,04/1990,United Kingdom,https://www.instagram.com/marcus_pond_bkb/?ref=NJnCjuUr1R4y&hl=am-et
marcus-williamson,MARCUS WILLIAMSON,0,1,0,Middleweight,74in / 188cm,1.7272,LIGHTS OUT,03/1991,United States of America,
marian-dimitrov,Marian Dimitrov,1,0,0,Middleweight,177cm,1.8,,06/1992,Bulgaria,https://www.instagram.com/mdimitrov1_/
marian-iovita,MARIAN IOVITA,0,0,0,Heavyweight,,1.8542,II PADRINO,10/1978,Italy,https://www.instagram.com/marianilpadrino4
mario-lopez,MARIO LOPEZ,0,0,0,Heavyweight,,,,,,
mario-martinez,MARIO MARTINEZ,0,0,0,Middleweight,69in / 175cm,1.7018,MALANDRO,08/1990,Mexico,https://www.instagram.com/MARIO_MARVEL
mario-soo,MARIO SOO,1,0,0,Cruiserweight,,1.7526,,,,
mario-vargas,Mario Vargas,0,1,0,Middleweight,,70,,09/1974,Cuba,https://www.instagram.com/murder_mo/
marisol-ruelas,MARISOL RUELAS,0,2,0,Women Featherweight,64in / 163cm,1.651,,02/2997,United States of America,
marius-radoi,Marius Radoi,0,1,0,Welterweight,"71""",1.72,,,,
mariya-agapova,MARIYA AGAPOVA,0,1,0,Women Flyweight,71in / 180cm,1.6764,MONEY MASHKA,04/1997,Kazakhstan,https://www.instagram.com/mma.mashka/
mark-angel-sadang,MARK ANGEL SADANG,1,0,0,Lightweight,72in / 183cm,1.7526,DEADSHOT,,Philippines,
mark-culp,Mark Culp,0,1,0,Cruiserweight,,1.82,,12/1991,United States of America,https://www.instagram.com/culp080521/
mark-flanagan,MARK FLANAGAN,0,1,0,Heavyweight,75in / 190cm,1.8542,BAM BAM,05/1990,Australia,https://www.instagram.com/markbambamflanagan
mark-grubic,MARK GRUBIC,0,0,0,Lightweight,71in / 180cm,1.7526,THE VIKING,05/1992,United Kingdom,
mark-irwin,Mark Irwin,3,2,0,Bantamweight,,67,The Shark,,United States of America,
mark-johnson,Mark Johnson,0,2,0,Bantamweight,,70,,,United States of America,
markus-suarez,MARKUS SUAREZ,1,2,0,Middleweight,76in / 193cm,73,MURK,06/1987,United States of America,https://www.instagram.com/officialyung.murk__/
marley-churcher,MARLEY CHURCHER,3,5,0,Light Heavyweight,25,1.8288,TANK,08/1987,United Kingdom,https://www.instagram.com/Marley_tank_churcher
martez-mcgregor,MARTEZ MCGREGOR,0,0,0,Welterweight,,,,,,
marti-barnes,MARTI BARNES,1,1,0,Heavyweight,,,,,,https://www.instagram.com/martibarnes33/
martin-stoichkov,Martin Stoichkov,0,1,0,Lightweight,"67.71""",1.7,,02/1998,Bulgaria,https://www.instagram.com/stoichkov.m/
martin-trey-brown,Martin Trey Brown,4,2,0,Lightweight,73in / 185.42cm,71,,08/1984,United States of America,https://www.facebook.com/martin.brown.712161
martyna-krol,Martyna Krol,1,1,0,Women Flyweight,,68,,,Poland,
mason-shaw,MASON SHAW,8,7,0,Cruiserweight,72in / 183cm,1.8542,SMILEY,01/1995,United Kingdom,https://www.instagram.com/smiley_bkfc/
mathilda-wilson,MATHILDA WILSON,3,4,0,Women Flyweight,66in / 167cm,1.6002,THE BARE-KNUCKLE COUPLE,03/1991,Sweden,
matin-safari,MATIN SAFARI,0,1,0,Lightweight,70in / 178cm,1.7272,MAT DOG,,,https://www.instagram.com/MATINSAFARIORG
matt-adams,MATT ADAMS,0,1,0,Heavyweight,73.5in / 186cm,1.778,BAD MATT ADAMS,09/1997,United States of America,https://www.instagram.com/badmattadams/
matt-floyd,MATT FLOYD,0,1,0,Light Heavyweight,,1.8542,,09/1989,Australia,https://www.instagram.com/mattythejedifloyd
matt-guymon,MATT GUYMON,2,3,0,Bantamweight,72in / 183cm,68,THE SILENCER,07/1988,United States of America,https://www.instagram.com/matgman/
matt-maestas,MATT MAESTAS,2,3,0,Light Heavyweight,72in / 183cm,71,IRON FIST,01/1987,United States of America,https://www.instagram.com/MATTHEW.MAESTAS.184
matt-murphy,Matt Murphy,0,2,0,Featherweight,,1.73,KO KID,07/1998,United States of America,
matt-phillips,Matt Phillips,3,1,0,Welterweight,,69,Babyface,,,
matt-semelsberger,MATT SEMELSBERGER,0,0,0,Middleweight,,,,,,
matt-shippen,Matt Shippen,0,0,0,Heavyweight,,,,,United Kingdom,
matthew-socholotiuk,MATTHEW SOCHOLOTIUK,2,2,0,Middleweight,76in / 193cm,1.7526,THE HAWK,08/1988,Canada,https://www.instagram.com/socholotiuk88/
matthew-wiwczaryk,MATTHEW WIWCZARYK,3,1,0,Middleweight,70in / 178cm,1.778,THE MARTYR,05/1999,United Kingdom,https://www.instagram.com/Mat_The_Martyr_KK
matty-hill,MATTY HILL,1,2,0,Cruiserweight,74in / 188cm,1.8796,MAD DOG,01/1989,United Kingdom,https://www.instagram.com/matty.mad.dog.hill
matty-hodgson,MATTY HODGSON,7,5,0,Light Heavyweight,77in / 190cm,1.8542,THE HAMMER,06/1984,United Kingdom,https://www.instagram.com/mattthehammerbkfc/
maurice-horne,MAURICE HORNE,1,2,0,Light Heavyweight,78in / 198cm,72,THE GOD OF WAR,05/1987,United States of America,https://www.instagram.com/wartimebox
maurice-jackson,Maurice Jackson,1,1,0,Heavyweight,84,2.06,THE GORILLA,01/1981,,
maxime-bellamy,MAXIME BELLAMY,2,1,0,Middleweight,75in / 191cm,1.8288,ORSU CORSU,02/2000,France,https://www.instagram.com/orsu_corsu/
meghan-oneill,MEGHAN O'NEILL,0,1,0,Women Featherweight,62in / 157cm,1.5748,THE WITCH,12/1991,United Kingdom,https://www.instagram.com/meghanthewitchoneill
mehdi-barghi,MEHDI BARGHI,1,0,0,Heavyweight,73in / 185cm,1.83,,01/1986,Iran,https://www.instagram.com/barghi.mehdi/
mehmet-ozer,MEHMET OZER,0,1,0,Heavyweight,"74.80""",1.88,MOUNTAIN,01/1982,Turkey,https://www.instagram.com/nerminhajdarpasic/
melanie-shah,MELANIE SHAH,2,2,0,Strawweight,68in / 173cm,67,,10/1981,United Kingdom,https://www.instagram.com/melaniebkshah/
melvin-the-young-assassin-guillard,Melvin 'The Young Assassin' Guillard,2,6,0,Welterweight,,69,The Young Assassin,03/1983,United States of America,https://www.instagram.com/melvinfighter83/
micah-lail,Micah Lail,0,1,0,Light Heavyweight,,,,,United States of America,
micah-livingston-mike,MICAH LIVINGSTON (MIKE),0,3,0,Bantamweight,76in / 193cm,1.651,SAVAGE MIKE,09/1989,United States of America,https://www.instagram.com/livingston_3400/
micah-mitchell,MICAH MITCHELL,0,1,0,Bantamweight,,1.7,INTERSTATE5IVE,,United States of America,
micah-terrill,MICAH TERRILL,0,1,0,Middleweight,74in / 188cm,1.8796,SEE ME,01/1984,United States of America,https://www.instagram.com/seeme2024/
micah-white,MICAH WHITE,0,0,0,Men Flyweight,,,,,,
michael-furnier,MICHAEL FURNIER,0,4,0,Heavyweight,73in / 185cm,1.73,AMERICAN GANGSTER,07/1994,United States of America,https://www.instagram.com/mikey_americangangster_furnier
michael-hernandez,Michael Hernandez,1,0,0,Bantamweight,"67.0""",1.7,Hurricane,11/1985,United States of America,
michael-igwegbe,MICHAEL LGWEGBE,0,1,0,Light Heavyweight,72in / 183cm,1.7272,,03/2002,,https://www.instagram.com/THEREALMICHAELCHIBUNNA
michael-jones,Michael Jones,0,1,0,,,1.7,Murc,,United States of America,
michael-larrimore,MICHAEL LARRIMORE,3,1,0,Bantamweight,70in / 178cm,69,PAPA G,04/1998,United States of America,https://www.instagram.com/PAPAG_MMA
michael-manno,MICHAEL MANNO,2,2,0,Middleweight,71in / 180cm,1.8034,PORT CITY SOLDIER,12/1995,United States of America,https://www.instagram.com/_datboymanno_/
michael-mcdonald,Michael McDonald,1,0,0,Lightweight,,1.75,IRON,06/1994,United States of America,
michael-perry,Michael Perry,0,0,0,,,,,,,
michael-stripling,Michael Stripling,0,1,0,Welterweight,,70,,02/1986,United States of America,
michael-venom-page,Michael 'Venom' Page,0,1,0,Middleweight,79 in / 201cm,1.91,Venom,04/1987,United Kingdom,https://www.instagram.com/michaelvenompage/; https://www.facebook.com/michaelvenompage/
mick-terrill,MICK TERRILL,10,2,0,Heavyweight,74.5in / 189.23cm,75,,06/1983,United Kingdom,https://www.instagram.com/mick_terrill/
mick-whitehead,MICK WHITEHEAD,0,1,0,Welterweight,72in / 183cm,1.7526,WARHORSE,01/1992,Australia,https://www.instagram.com/warhorsebkfc
micky-pedersen,MICKY PEDERSEN,0,1,0,Heavyweight,,,,,,
mike-alvarado,Mike Alvarado,0,1,0,Lightweight,"69.5""",1.75,Mile High,07/1980,United States of America,
mike-andaya,MIKE ANDAYA,1,0,0,Lightweight,72.5in / 184cm,1.7526,,10/1989,United States of America,https://www.instagram.com/andaya760
mike-bisset,Mike Bisset,1,1,0,,,1.91,CONCRETE,12/1984,United States of America,
mike-hansen,MIKE HANSEN,2,0,0,Bantamweight,69in / 175cm,1.6256,MIGHTY MOUSE,10/1989,United States of America,https://www.instagram.com/bkfc_mightymouse125/
mike-heckert,MIKE HECKERT,2,1,0,Welterweight,74.5in / 189cm,71,,04/1995,United States of America,https://www.instagram.com/michaelheckert/?hl=en
mike-jones,MIKE JONES,2,1,0,Lightweight,76in / 193cm,74,,04/1990,United States of America,https://www.instagram.com/MIKEJONES170
mike-jurik,MIKE JURIK,0,1,0,Featherweight,65in / 165cm,1.6256,HASSBY,08/2000,Czech Republic,https://www.instagram.com/_mikejurik_/
mike-kyle,Mike Kyle,0,2,0,Heavyweight,77in / 195.58,75,MAK,03/1980,United States of America,
mike-lee,Mike Lee,1,0,0,Cruiserweight,,74,,09/1994,United States of America,
mike-platinum-perry,'PLATINUM' MIKE PERRY,6,0,0,Middleweight,71in / 180cm,70,PLATINUM,09/1991,United States of America,https://www.instagram.com/platinummikeperry/; https://www.facebook.com/profile.php?id=100006711189501
